source,lsn/usn,category,detail
usnjrnl,1688983192,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-RemoteFX-VM-Setup-merged-Package~31bf3856ad364e35~amd64~~10.0.19041.2075.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:20) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:49:37)), (CreationTime(2022-12-20 21:25:09) is same as Microsoft-Windows-RemoteFX-VM-Setup-Package~31bf3856ad364e35~amd64~~10.0.19041.2075.mum)"""
usnjrnl,1689124480,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-Holographic-Desktop-Merged-merged-Package~31bf3856ad364e35~amd64~~10.0.19041.2130.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:21) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:49:42)), (CreationTime(2022-12-20 21:25:10) is same as Microsoft-Windows-Holographic-Desktop-Merged-merged-Package~31bf3856ad364e35~amd64~~10.0.19041.2130.mum)"""
usnjrnl,1689216752,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-Client-Features-Package~31bf3856ad364e35~amd64~ko-KR~10.0.19041.2193.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:23) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:49:45)), (CreationTime(2022-12-20 21:25:18) is same as Microsoft-Windows-Client-Features-Package~31bf3856ad364e35~amd64~ko-KR~10.0.19041.2193.mum)"""
usnjrnl,1689262720,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-Client-Desktop-Required-Package00~31bf3856ad364e35~amd64~ko-KR~10.0.19041.2075.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:24) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:49:47))"""
usnjrnl,1689264392,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-Client-Desktop-Required-Package01~31bf3856ad364e35~amd64~ko-KR~10.0.19041.2311.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:24) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:49:47))"""
usnjrnl,1689265976,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-Client-Desktop-Required-Package0110~31bf3856ad364e35~amd64~ko-KR~10.0.19041.2311.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:24) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:49:47)), (CreationTime(2022-12-20 21:25:20) is same as Microsoft-Windows-Client-Desktop-Required-Package0110~31bf3856ad364e35~amd64~ko-KR~10.0.19041.2311.mum)"""
usnjrnl,1689267912,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-Client-Desktop-Required-Package0111~31bf3856ad364e35~amd64~ko-KR~10.0.19041.2311.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:24) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:49:47)), (CreationTime(2022-12-20 21:25:20) is same as Microsoft-Windows-Client-Desktop-Required-Package0111~31bf3856ad364e35~amd64~ko-KR~10.0.19041.2311.mum)"""
usnjrnl,1689321720,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-Client-Desktop-Required-Package~31bf3856ad364e35~amd64~~10.0.19041.2846.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:25) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:49:48))"""
usnjrnl,1689325824,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-Client-Desktop-Required-Package00~31bf3856ad364e35~amd64~~10.0.19041.2788.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:25) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:49:48)), (CreationTime(2023-04-19 16:24:21) is same as Microsoft-Windows-Client-Desktop-Required-Package00~31bf3856ad364e35~amd64~~10.0.19041.2788.mum)"""
usnjrnl,1689327360,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-Client-Desktop-Required-Package01~31bf3856ad364e35~amd64~~10.0.19041.2846.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:26) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:49:48))"""
usnjrnl,1689328896,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-Client-Desktop-Required-Package0110~31bf3856ad364e35~amd64~~10.0.19041.2846.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:26) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:49:48))"""
usnjrnl,1689338888,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-Client-Desktop-Required-Package051020~31bf3856ad364e35~amd64~~10.0.19041.2846.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:27) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:49:49))"""
usnjrnl,1689340472,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-Client-Desktop-Required-Package051021~31bf3856ad364e35~amd64~~10.0.19041.2846.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:27) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:49:49))"""
usnjrnl,1689342208,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-Client-Desktop-Required-Package0511~31bf3856ad364e35~amd64~~10.0.19041.2846.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:27) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:49:49))"""
usnjrnl,1689343744,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-Client-Desktop-Required-Package0512~31bf3856ad364e35~amd64~~10.0.19041.2846.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:28) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:49:49))"""
usnjrnl,1689348352,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-Client-Desktop-Required-Package0515~31bf3856ad364e35~amd64~~10.0.19041.2846.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:28) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:49:49))"""
usnjrnl,1689349888,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-Client-Desktop-Required-Package0516~31bf3856ad364e35~amd64~~10.0.19041.2846.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:28) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:49:49))"""
usnjrnl,1689354496,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-Client-Desktop-Required-Package0518~31bf3856ad364e35~amd64~~10.0.19041.2846.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:29) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:49:49))"""
usnjrnl,1689357568,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-Client-Desktop-Required-Package05110~31bf3856ad364e35~amd64~~10.0.19041.2846.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:29) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:49:49))"""
usnjrnl,1689362080,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-Client-Desktop-Required-Package05112~31bf3856ad364e35~amd64~~10.0.19041.2788.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:30) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:49:49)), (CreationTime(2023-04-19 16:24:22) is same as Microsoft-Windows-Client-Desktop-Required-Package05112~31bf3856ad364e35~amd64~~10.0.19041.2788.mum)"""
usnjrnl,1689381264,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-Client-Features-Package00~31bf3856ad364e35~amd64~~10.0.19041.2846.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:32) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:49:50))"""
usnjrnl,1689390128,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-Client-Features-Package03~31bf3856ad364e35~amd64~~10.0.19041.2846.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:32) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:49:50))"""
usnjrnl,1689393064,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-Printer-Drivers-Package~31bf3856ad364e35~amd64~~10.0.19041.2788.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:32) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:49:50))"""
usnjrnl,1689400256,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-Client-Features-Package0314~31bf3856ad364e35~amd64~~10.0.19041.2788.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:33) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:49:51)), (CreationTime(2023-04-19 16:24:23) is same as Microsoft-Windows-Client-Features-Package0314~31bf3856ad364e35~amd64~~10.0.19041.2788.mum)"""
usnjrnl,1689404592,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-Client-Features-Package04~31bf3856ad364e35~amd64~~10.0.19041.2546.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:33) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:49:51))"""
usnjrnl,1689729944,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-Client-Desktop-Required-Package00~31bf3856ad364e35~amd64~ko-KR~10.0.19041.2486.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:37) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:50:02))"""
usnjrnl,1689731600,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-Client-Desktop-Required-Package01~31bf3856ad364e35~amd64~ko-KR~10.0.19041.2788.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:37) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:50:02))"""
usnjrnl,1689733352,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-Client-Desktop-Required-Package0110~31bf3856ad364e35~amd64~ko-KR~10.0.19041.2788.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:38) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:50:02))"""
usnjrnl,1689735168,Timestamp Manipulation,"[Suspicious] The timestamp of Microsoft-Windows-Client-Desktop-Required-Package0111~31bf3856ad364e35~amd64~ko-KR~10.0.19041.2788.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:38) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:50:02))"""
usnjrnl,1689746560,Timestamp Manipulation,"[Suspicious] The timestamp of Package_1_for_KB5022502~31bf3856ad364e35~amd64~~10.0.4614.6.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:38) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:50:02))"""
usnjrnl,1689747936,Timestamp Manipulation,"[Suspicious] The timestamp of Package_2_for_KB5022502~31bf3856ad364e35~amd64~~10.0.4614.6.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:38) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:50:02))"""
usnjrnl,1689749376,Timestamp Manipulation,"[Suspicious] The timestamp of Package_3_for_KB5022502~31bf3856ad364e35~amd64~~10.0.4614.6.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:38) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:50:02))"""
usnjrnl,1689750672,Timestamp Manipulation,"[Suspicious] The timestamp of Package_4_for_KB5022502~31bf3856ad364e35~amd64~~10.0.4614.6.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:38) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:50:03))"""
usnjrnl,1689751936,Timestamp Manipulation,"[Suspicious] The timestamp of Package_5_for_KB5022502~31bf3856ad364e35~amd64~~10.0.4614.6.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:38) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:50:03))"""
usnjrnl,1689754096,Timestamp Manipulation,"[Suspicious] The timestamp of Package_6_for_KB5022502~31bf3856ad364e35~amd64~~10.0.4614.6.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:38) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:50:03))"""
usnjrnl,1689755248,Timestamp Manipulation,"[Suspicious] The timestamp of Package_7_for_KB5022502~31bf3856ad364e35~amd64~~10.0.4614.6.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:38) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:50:03))"""
usnjrnl,1689756416,Timestamp Manipulation,"[Suspicious] The timestamp of Package_8_for_KB5022502~31bf3856ad364e35~amd64~~10.0.4614.6.cat"" may have been manipulated. => ((MFTmodifiedTime : 2023-12-25 16:50:39) != (Last Basic_Info_Changed Event Time : 2023-12-25 16:50:03))"""
usnjrnl,1717099472,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.69.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 23:49:19) != (Creation Event Time : 2023-12-26 22:26:44))"""
usnjrnl,1717086320,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.68.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 23:45:48) != (Creation Event Time : 2023-12-26 22:26:44))"""
usnjrnl,1717087040,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.69.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 23:45:48) != (Creation Event Time : 2023-12-26 22:26:44))"""
usnjrnl,1717087760,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.70.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 23:45:48) != (Creation Event Time : 2023-12-26 22:26:44))"""
usnjrnl,1717088544,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.71.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 23:45:48) != (Creation Event Time : 2023-12-26 22:26:44))"""
usnjrnl,1717089264,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.72.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 23:45:48) != (Creation Event Time : 2023-12-26 22:26:44))"""
usnjrnl,1717089984,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.73.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 23:45:48) != (Creation Event Time : 2023-12-26 22:26:44))"""
usnjrnl,1717091024,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.74.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 23:45:48) != (Creation Event Time : 2023-12-26 22:26:44))"""
usnjrnl,1717091744,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.75.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 23:45:48) != (Creation Event Time : 2023-12-26 22:26:44))"""
usnjrnl,1717092496,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.76.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 23:45:49) != (Creation Event Time : 2023-12-26 22:26:44))"""
usnjrnl,1717093216,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.77.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 23:45:49) != (Creation Event Time : 2023-12-26 22:26:44))"""
usnjrnl,1717094336,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.78.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 23:45:49) != (Creation Event Time : 2023-12-26 22:26:44))"""
usnjrnl,1717096160,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.80.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 23:45:49) != (Creation Event Time : 2023-12-26 22:26:44))"""
usnjrnl,1717097384,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.81.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 23:45:49) != (Creation Event Time : 2023-12-26 22:26:44))"""
usnjrnl,1717100000,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.83.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 23:45:49) != (Creation Event Time : 2023-12-26 22:26:44))"""
usnjrnl,1717092784,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.85.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 23:45:49) != (Creation Event Time : 2023-12-26 22:26:44))"""
usnjrnl,1717101064,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.84.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 23:45:49) != (Creation Event Time : 2023-12-26 22:26:44))"""
usnjrnl,1717102024,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.85.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 23:45:49) != (Creation Event Time : 2023-12-26 22:26:44))"""
usnjrnl,1717102744,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.86.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 23:45:49) != (Creation Event Time : 2023-12-26 22:26:44))"""
usnjrnl,1717103464,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.87.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 23:45:49) != (Creation Event Time : 2023-12-26 22:26:44))"""
usnjrnl,1717104184,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.88.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 23:45:49) != (Creation Event Time : 2023-12-26 22:26:44))"""
usnjrnl,1717105328,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.89.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 23:45:49) != (Creation Event Time : 2023-12-26 22:26:44))"""
usnjrnl,1717098264,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.175817.420.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 23:45:49) != (Creation Event Time : 2023-12-26 22:26:44))"""
usnjrnl,1717106048,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.173759.428.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 23:45:49) != (Creation Event Time : 2023-12-26 22:26:44))"""
usnjrnl,1717106768,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.173759.428.2.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 23:45:49) != (Creation Event Time : 2023-12-26 22:39:35))"""
usnjrnl,1717107488,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.175817.420.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 23:45:49) != (Creation Event Time : 2023-12-26 22:39:35))"""
usnjrnl,1717109024,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.183040.874.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 23:45:49) != (Creation Event Time : 2023-12-26 22:39:35))"""
usnjrnl,1717110992,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.184944.109.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 23:45:49) != (Creation Event Time : 2023-12-26 22:39:35))"""
usnjrnl,1717112832,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.193041.301.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 23:45:49) != (Creation Event Time : 2023-12-26 22:39:35))"""
usnjrnl,1717083064,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.64.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 23:45:48) != (Creation Event Time : 2023-12-26 22:59:48))"""
usnjrnl,1717115440,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.223041.336.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 23:45:49) != (Creation Event Time : 2023-12-26 22:59:51))"""
